datetime,wind_speed,wind_dir,wind_source,stability
2024-01-07 08:00:00,0.5,50,synthetic,E
2024-01-07 08:30:00,0.5,50,synthetic,F
2024-01-07 09:00:00,0.5,51,synthetic,A
2024-01-07 09:30:00,0.5,51,synthetic,B
2024-01-07 10:00:00,0.5,51,synthetic,C
2024-01-07 10:30:00,0.5,51,synthetic,D
2024-01-07 11:00:00,0.5,51,synthetic,E
2024-01-07 11:30:00,0.5,51,synthetic,F
2024-01-07 12:00:00,0.5,52,synthetic,A
2024-01-07 12:30:00,0.5,52,synthetic,B
2024-01-07 13:00:00,0.5,52,synthetic,C
2024-01-07 13:30:00,0.5,52,synthetic,D
2024-01-07 14:00:00,0.5,52,synthetic,E
2024-01-07 14:30:00,0.5,52,synthetic,F
2024-01-07 15:00:00,0.5,53,synthetic,A
2024-01-07 15:30:00,0.5,53,synthetic,B
2024-01-07 16:00:00,0.5,53,synthetic,C
2024-01-07 16:30:00,0.5,53,synthetic,D
2024-01-07 17:00:00,0.5,53,synthetic,E
2024-01-07 17:30:00,0.5,53,synthetic,F
2024-01-07 18:00:00,0.5,54,synthetic,A
2024-01-07 18:30:00,0.5,54,synthetic,B
2024-01-07 19:00:00,0.5,54,synthetic,C
2024-01-07 19:30:00,0.5,54,synthetic,D
2024-01-07 20:00:00,0.5,54,synthetic,E
2024-01-07 20:30:00,0.5,54,synthetic,F
2024-01-07 21:00:00,0.5,55,synthetic,A
2024-01-07 21:30:00,0.5,55,synthetic,B
2024-01-07 22:00:00,0.5,55,synthetic,C
2024-01-07 22:30:00,0.5,55,synthetic,D
2024-01-07 23:00:00,0.5,55,synthetic,E
2024-01-07 23:30:00,0.5,55,synthetic,F
2024-01-08 00:00:00,0.5,56,synthetic,A
2024-01-08 00:30:00,0.5,56,synthetic,B
2024-01-08 01:00:00,0.5,56,synthetic,C
2024-01-08 01:30:00,0.5,56,synthetic,D
2024-01-08 02:00:00,0.5,56,synthetic,E
2024-01-08 02:30:00,0.5,56,synthetic,F
2024-01-08 03:00:00,0.5,57,synthetic,A
2024-01-08 03:30:00,0.5,57,synthetic,B
2024-01-08 04:00:00,0.5,57,synthetic,C
2024-01-08 04:30:00,0.5,57,synthetic,D
2024-01-08 05:00:00,0.5,57,synthetic,E
2024-01-08 05:30:00,0.5,57,synthetic,F
2024-01-08 06:00:00,0.5,58,synthetic,A
2024-01-08 06:30:00,0.5,58,synthetic,B
2024-01-08 07:00:00,0.5,58,synthetic,C
2024-01-08 07:30:00,0.5,58,synthetic,D
2024-01-08 08:00:00,0.5,58,synthetic,E
2024-01-08 08:30:00,0.5,58,synthetic,F
2024-01-08 09:00:00,0.5,59,synthetic,A
2024-01-08 09:30:00,0.5,59,synthetic,B
2024-01-08 10:00:00,0.5,59,synthetic,C
2024-01-08 10:30:00,0.5,59,synthetic,D
2024-01-08 11:00:00,0.5,59,synthetic,E
2024-01-08 11:30:00,0.5,59,synthetic,F
2024-01-08 12:00:00,0.5,60,synthetic,A
2024-01-08 12:30:00,0.5,60,synthetic,B
2024-01-08 13:00:00,0.5,60,synthetic,C
2024-01-08 13:30:00,0.5,60,synthetic,D
2024-01-08 14:00:00,0.5,60,synthetic,E
2024-01-08 14:30:00,0.5,60,synthetic,F
2024-01-08 15:00:00,0.5,61,synthetic,A
2024-01-08 15:30:00,0.5,61,synthetic,B
2024-01-08 16:00:00,0.5,61,synthetic,C
2024-01-08 16:30:00,0.5,61,synthetic,D
2024-01-08 17:00:00,0.5,61,synthetic,E
2024-01-08 17:30:00,0.5,61,synthetic,F
2024-01-08 18:00:00,0.5,62,synthetic,A
2024-01-08 18:30:00,0.5,62,synthetic,B
2024-01-08 19:00:00,0.5,62,synthetic,C
2024-01-08 19:30:00,0.5,62,synthetic,D
2024-01-08 20:00:00,0.5,62,synthetic,E
2024-01-08 20:30:00,0.5,62,synthetic,F
2024-01-08 21:00:00,0.5,63,synthetic,A
2024-01-08 21:30:00,0.5,63,synthetic,B
2024-01-08 22:00:00,0.5,63,synthetic,C
2024-01-08 22:30:00,0.5,63,synthetic,D
2024-01-08 23:00:00,0.5,63,synthetic,E
2024-01-08 23:30:00,0.5,63,synthetic,F
2024-01-09 00:00:00,0.5,64,synthetic,A
2024-01-09 00:30:00,0.5,64,synthetic,B
2024-01-09 01:00:00,0.5,64,synthetic,C
2024-01-09 01:30:00,0.5,64,synthetic,D
2024-01-09 02:00:00,0.5,64,synthetic,E
2024-01-09 02:30:00,0.5,64,synthetic,F
2024-01-09 03:00:00,0.5,65,synthetic,A
2024-01-09 03:30:00,0.5,65,synthetic,B
2024-01-09 04:00:00,0.5,65,synthetic,C
2024-01-09 04:30:00,0.5,65,synthetic,D
2024-01-09 05:00:00,0.5,65,synthetic,E
2024-01-09 05:30:00,0.5,65,synthetic,F
2024-01-09 06:00:00,0.5,66,synthetic,A
2024-01-09 06:30:00,0.5,66,synthetic,B
2024-01-09 07:00:00,0.5,66,synthetic,C
2024-01-09 07:30:00,0.5,66,synthetic,D
2024-01-09 08:00:00,0.5,66,synthetic,E
2024-01-09 08:30:00,0.5,66,synthetic,F
2024-01-09 09:00:00,0.5,67,synthetic,A
2024-01-09 09:30:00,0.5,67,synthetic,B
2024-01-09 10:00:00,0.5,67,synthetic,C
2024-01-09 10:30:00,0.5,67,synthetic,D
2024-01-09 11:00:00,0.5,67,synthetic,E
2024-01-09 11:30:00,0.5,67,synthetic,F
2024-01-09 12:00:00,0.5,68,synthetic,A
2024-01-09 12:30:00,0.5,68,synthetic,B
2024-01-09 13:00:00,0.5,68,synthetic,C
2024-01-09 13:30:00,0.5,68,synthetic,D
2024-01-09 14:00:00,0.5,68,synthetic,E
2024-01-09 14:30:00,0.5,68,synthetic,F
2024-01-09 15:00:00,0.5,69,synthetic,A
2024-01-09 15:30:00,0.5,69,synthetic,B
2024-01-09 16:00:00,0.5,69,synthetic,C
2024-01-09 16:30:00,0.5,69,synthetic,D
2024-01-09 17:00:00,0.5,69,synthetic,E
2024-01-09 17:30:00,0.5,69,synthetic,F
2024-01-09 18:00:00,0.5,70,synthetic,A
2024-01-09 18:30:00,0.5,70,synthetic,B
2024-01-09 19:00:00,0.5,70,synthetic,C
2024-01-09 19:30:00,0.5,70,synthetic,D
2024-01-09 20:00:00,0.5,70,synthetic,E
2024-01-09 20:30:00,0.5,70,synthetic,F
2024-01-09 21:00:00,0.5,71,synthetic,A
2024-01-09 21:30:00,0.5,71,synthetic,B
2024-01-09 22:00:00,0.5,71,synthetic,C
2024-01-09 22:30:00,0.5,71,synthetic,D
2024-01-09 23:00:00,0.5,71,synthetic,E
2024-01-09 23:30:00,0.5,71,synthetic,F
2024-01-10 00:00:00,0.5,72,synthetic,A
2024-01-10 00:30:00,0.5,72,synthetic,B
2024-01-10 01:00:00,0.5,72,synthetic,C
2024-01-10 01:30:00,0.5,72,synthetic,D
2024-01-10 02:00:00,0.5,72,synthetic,E
2024-01-10 02:30:00,0.5,72,synthetic,F
2024-01-10 03:00:00,0.5,73,synthetic,A
2024-01-10 03:30:00,0.5,73,synthetic,B
2024-01-10 04:00:00,0.5,73,synthetic,C
2024-01-10 04:30:00,0.5,73,synthetic,D
2024-01-10 05:00:00,0.5,73,synthetic,E
2024-01-10 05:30:00,0.5,73,synthetic,F
2024-01-10 06:00:00,0.5,74,synthetic,A
2024-01-10 06:30:00,0.5,74,synthetic,B
2024-01-10 07:00:00,0.5,74,synthetic,C
2024-01-10 07:30:00,0.5,74,synthetic,D
2024-01-10 08:00:00,0.5,74,synthetic,E
2024-01-10 08:30:00,0.5,74,synthetic,F
2024-01-10 09:00:00,0.5,75,synthetic,A
2024-01-10 09:30:00,0.5,75,synthetic,B
2024-01-10 10:00:00,0.5,75,synthetic,C
2024-01-10 10:30:00,0.5,75,synthetic,D
2024-01-10 11:00:00,0.5,75,synthetic,E
2024-01-10 11:30:00,0.5,75,synthetic,F
2024-01-10 12:00:00,0.5,76,synthetic,A
2024-01-10 12:30:00,0.5,76,synthetic,B
2024-01-10 13:00:00,0.5,76,synthetic,C
2024-01-10 13:30:00,0.5,76,synthetic,D
2024-01-10 14:00:00,0.5,76,synthetic,E
2024-01-10 14:30:00,0.5,76,synthetic,F
2024-01-10 15:00:00,0.5,77,synthetic,A
2024-01-10 15:30:00,0.5,77,synthetic,B
2024-01-10 16:00:00,0.5,77,synthetic,C
2024-01-10 16:30:00,0.5,77,synthetic,D
2024-01-10 17:00:00,0.5,77,synthetic,E
2024-01-10 17:30:00,0.5,77,synthetic,F
2024-01-10 18:00:00,0.5,78,synthetic,A
2024-01-10 18:30:00,0.5,78,synthetic,B
2024-01-10 19:00:00,0.5,78,synthetic,C
2024-01-10 19:30:00,0.5,78,synthetic,D
2024-01-10 20:00:00,0.5,78,synthetic,E
2024-01-10 20:30:00,0.5,78,synthetic,F
2024-01-10 21:00:00,0.5,79,synthetic,A
2024-01-10 21:30:00,0.5,79,synthetic,B
2024-01-10 22:00:00,0.5,79,synthetic,C
2024-01-10 22:30:00,0.5,79,synthetic,D
2024-01-10 23:00:00,0.5,79,synthetic,E
2024-01-10 23:30:00,0.5,79,synthetic,F
2024-01-11 00:00:00,0.5,80,synthetic,A
2024-01-11 00:30:00,0.5,80,synthetic,B
2024-01-11 01:00:00,0.5,80,synthetic,C
2024-01-11 01:30:00,0.5,80,synthetic,D
2024-01-11 02:00:00,0.5,80,synthetic,E
2024-01-11 02:30:00,0.5,80,synthetic,F
2024-01-11 03:00:00,0.5,81,synthetic,A
2024-01-11 03:30:00,0.5,81,synthetic,B
2024-01-11 04:00:00,0.5,81,synthetic,C
2024-01-11 04:30:00,0.5,81,synthetic,D
2024-01-11 05:00:00,0.5,81,synthetic,E
2024-01-11 05:30:00,0.5,81,synthetic,F
2024-01-11 06:00:00,0.5,82,synthetic,A
2024-01-11 06:30:00,0.5,82,synthetic,B
2024-01-11 07:00:00,0.5,82,synthetic,C
2024-01-11 07:30:00,0.5,82,synthetic,D
2024-01-11 08:00:00,0.5,82,synthetic,E
2024-01-11 08:30:00,0.5,82,synthetic,F
2024-01-11 09:00:00,0.5,83,synthetic,A
2024-01-11 09:30:00,0.5,83,synthetic,B
2024-01-11 10:00:00,0.5,83,synthetic,C
2024-01-11 10:30:00,0.5,83,synthetic,D
2024-01-11 11:00:00,0.5,83,synthetic,E
2024-01-11 11:30:00,0.5,83,synthetic,F
2024-01-11 12:00:00,0.5,84,synthetic,A
2024-01-11 12:30:00,0.5,84,synthetic,B
2024-01-11 13:00:00,0.5,84,synthetic,C
2024-01-11 13:30:00,0.5,84,synthetic,D
2024-01-11 14:00:00,0.5,84,synthetic,E
2024-01-11 14:30:00,0.5,84,synthetic,F
2024-01-11 15:00:00,0.5,85,synthetic,A
2024-01-11 15:30:00,0.5,85,synthetic,B
2024-01-11 16:00:00,0.5,85,synthetic,C
2024-01-11 16:30:00,0.5,85,synthetic,D
2024-01-11 17:00:00,0.5,85,synthetic,E
2024-01-11 17:30:00,0.5,85,synthetic,F
2024-01-11 18:00:00,0.5,86,synthetic,A
2024-01-11 18:30:00,0.5,86,synthetic,B
2024-01-11 19:00:00,0.5,86,synthetic,C
2024-01-11 19:30:00,0.5,86,synthetic,D
2024-01-11 20:00:00,0.5,86,synthetic,E
2024-01-11 20:30:00,0.5,86,synthetic,F
2024-01-11 21:00:00,0.5,87,synthetic,A
2024-01-11 21:30:00,0.5,87,synthetic,B
2024-01-11 22:00:00,0.5,87,synthetic,C
2024-01-11 22:30:00,0.5,87,synthetic,D
2024-01-11 23:00:00,0.5,87,synthetic,E
2024-01-11 23:30:00,0.5,87,synthetic,F
2024-01-12 00:00:00,0.5,88,synthetic,A
2024-01-12 00:30:00,0.5,88,synthetic,B
2024-01-12 01:00:00,0.5,88,synthetic,C
2024-01-12 01:30:00,0.5,88,synthetic,D
2024-01-12 02:00:00,0.5,88,synthetic,E
2024-01-12 02:30:00,0.5,88,synthetic,F
2024-01-12 03:00:00,0.5,89,synthetic,A
2024-01-12 03:30:00,0.5,89,synthetic,B
